"Product Name","Quantity","size","tcs","tip"
"F-00387","203","24*38*7 ","P07388","0M"
"F-00911XX","26","24*37.7/41.3*4.2/7.4","P55514","6V2"
"F-00764XX","21","24*37.7/41.3*4.2/7.4","P55514","6V2"
"F-00485XX","22","24*37.7/41.3*4.2/7.4","P55514","6V2"
"F-00467XX","20","24*37.7/41.3*4.2/7.4","P55514","6V2"
"F-00369XX","22","24*37.7/41.3*4.2/7.4","P55514","6V2"
"F-00023XX","20","24*37.7/41.3*4.2/7.4","P55514","6V2"
"F-00015XX","12","24*37.7/41.3*4.2/7.4","P55514","6V2"
"F-00243XX","99","24*37.6*6.5","P08841","7V1"
"F-00227","84","24*37.6*6.5","P08841","7V1"
"F-00038XX","80","24*37.6*6.5","P08841","7V1"
"F-00014XX","93","24*37.6*6.5","P08841","7V1"
"F-00121","40","24*37*8 ","P03615","7V2"
"F-00095","132","24*37*8 ","P03615","7V2"
"F-00830","310","24*37*8","P03873","7V1"
"F-00652","300","24*37*8","P03873","7V1"
"F-00121M","281","24*37*8","P03873","7V1"
"F-00095M","269","24*37*8","P03873","7V1"
"F-01158","147","24*37*7","P03542","0M"
"F-00048","44","24*37*7","P03542","0M"
"F-00445","187","24*37*15/17","P08664","7V3"
"F-00077","305","24*37*14.5/20 ","P08490","4A"
"F-00601","382","24*36/37*8.5/17.7","P05392","6V2MA"
"F-00476","235","24*36/37*8.5/17.7","P05392","6V2MA"
"F-00966","234","24*36.5*9/10 ","P07922","7V1PM"
"F-00833","342","24*36.5*8.5","P07235","7V1"
"F-00226M","325","24*36.5*8.5","P07235","7V1"
"F-00226","136","24*36.5*8 ","P00021","7V2"
"F-01021","461","24*36.5*7.5 ","P05149","7V1"
"F-00360","393","24*36.5*7.5 ","P05149","7V1"
"F-00287","173","24*36.5*12","P02638","7V2"
"F-00237","228","24*36*8.5","P11404","7V1"
"F-00496","110","24*36*7/7.6 ","P10875","1РМ"
"F-00295","202","24*36*7 ","P03650","0M"
"F-00198","185","24*36*7 ","P03628","7V2"
"F-00078","193","24*36*7 ","P03650","0M"
"F-00738","293","24*35/39*9/13.7","P08385","6V2"
"F-00831","491","24*35*8.5 ","P06080","7V1"
"F-00783","543","24*35*8.5 ","P06080","7V1"
"F-00651","508","24*35*8.5 ","P06080","7V1"
"F-00239","314","24*35*12 ","P09845","7V1"
"F-00236","213","24*34*7 ","P03627","7V2"
"F-00285","186","24*34*6","P08659","7V2G"
"F-00028","668","24*33*7","P08840","0M"
"F-00089","430","24*33*5/5.5 ","P03221","1РМ"
"F-01157","142","24*33*5","P09534","0M"
"F-00332","133","24*33*5","P09534","0M"
"F-00941X","349","23.5*50*9","P08795","7V1"
"F-01596","82","23.5*48*8.5","P05504","7V1"
"F-00599X","260","23.5*43*8.5","P08794","7V1"
"F-00234X","60","23.5*43*8.5","P07593","7V2"
"F-00965X","229","23.5*42.5*9/10","P09046","7V1PM"
"F-00426X","86","23.5*42*8.5","P09438
","7V1"
"F-00407X","95","23.5*42*8.5","P09438
","7V1"
"F-00233X","102","23.5*42*8.5","P09438
","7V1"
"F-00232X","101","23.5*42*8.5","P09438
","7V1"
"F-00878X","18","23.5*41*8.5 ","P07592","7V2"
"F-00917X","208","23.5*41*8.5","P08793","7V1"
"F-00231X","129","23.5*41*8.5","P08793","7V1"
"F-01009X","60","23.5*40*8","P10527","7V1"
"F-00983X","62","23.5*40*8","P10527","7V1"
"F-00668X","47","23.5*40*8","P10527","7V1"
"F-00240X","61","23.5*40*8","P10527","7V1"
"F-00230X","43","23.5*40*8","P07784","7V2"
"F-00228X","33","23.5*40*8","P10527","7V1"
"F-01129X","140","23.5*39/44*8.5/20.5 ","P08656","7V2"
"F-00919X","142","23.5*39/44*8.5/20.5 ","P08656","7V2"
"F-00397X","254","23.5*39/44*8.5/16","P08657","7V2"
"F-01092X","188","23.5*39*8.5","P08792","7V1"
"F-00474X","148","23.5*39*8.5","P08792","7V1"
"F-01018X","269","23.5*38.5*9/10","P08381","7V1PM"
"F-01039X","123","23.5*38.2*8.5","P10023","7V1"
"F-00716X","121","23.5*38.2*8.5","P10023","7V1"
"F-00543X","74","23.5*38.2*8.5","P10023","7V1"
"F-00229X","49","23.5*38.2*8.5","P10023","7V1"
"F-00829X","150","23.5*38*8","P08791","7V1"
"F-00612X","118","23.5*38*8","P08791","7V1"
"F-00238X","280","23.5*38*12.5","P08376","7V1"
"F-00933","102","23.5*37*8.5","P08790","7V1"
"F-00830X","98","23.5*37*8.5","P08790","7V1"
"F-00652X","101","23.5*37*8.5","P08790","7V1"
"F-00121X","58","23.5*37*8.5","P08790","7V1"
"F-00095X","86","23.5*37*8.5","P08790","7V1"
"F-00077X","350","23.5*37*14.5/20","P08489","4A"
"F-00601X","140","23.5*36/37*8.5/17.7 ","P08382","6V2MA"
"F-00476X","75","23.5*36/37*8.5/17.7 ","P08382","6V2MA"
"F-00445X","312","23.5*36/37*15/17","P08663","7V3"
"F-00966X","308","23.5*36.5*9/10","P08380","7V1PM"
"F-01021X","100","23.5*36.5*8","P08788","7V1"
"F-00833X","74","23.5*36.5*8","P08788","7V1"
"F-00360X","82","23.5*36.5*8","P08788","7V1"
"F-00226X","104","23.5*36.5*8","P08788","7V1"
"F-00198X","245","23.5*36*7","P08789","7V1"
"F-00831X","107","23.5*35*8.5","P08787","7V1"
"F-00783X","106","23.5*35*8.5","P08787","7V1"
"F-00651X","22","23.5*35*8.5","P08787","7V1"
"F-00236X","294","23.5*34*7","P08786","7V1"
"F-00285X","320","23.5*34*6","P08658","7V2G"
"F-00028X","258","23.5*33*7","P08839","7V1"
"F-00927","441","23.5*32.5*5.3/6","P03569","1РМ"
"F-00820","444","23.5*32.5*5.3/6","P03569","1РМ"
"F-00837","442","23.5*32.5*5.3/6","P03569","1РМ"
"F-00590","152","23.3*37.5*5.5","P09842","0M"
"F-00130","1202","23.3*30*4/6.7","P10598","4V2"
"F-00086","1137","23.3*30*4/6.7","P10598","4V2"
"F-00296","1193","23.3*30*4/6.7","P10598","4V2"
"F-01065","371","23.3*29.8*4.5","P01831","0M"
"F-00758","399","23.3*29.8*4.5","P01831","0M"
"F-00118","343","23.3*29.8*4.5","P01831","0M"
"F-00036","387","23.3*29.8*4.5","P01831","0M"
"F-00032","402","23.3*29.8*4.5","P01831","0M"
"F-00082","368","23.3*29.8*1.7/4.5","P09102","4V2"
"F-00079","32","23*48.5*7.5","P55513","7V2"
"F-00926","271","23*41*8.5","P03547","7V1"
"F-00292M","276","23*41*8.5","P03547","7V1"
"F-00225M","268","23*41*8.5","P03547","7V1"
"F-00292","0","23*41*8","P00785","7V2"
"F-00225","3","23*41*8","P00785","7V2"
"F-00224","126","23*40*9","P03626","7V2"
"F-00090XX","97","23*39*8.5","P55512","7V2"
"F-00499","76","23*38*9","P07176","7V1"
"F-00402","75","23*38*9","P07176","7V1"
"F-00195","218","23*38*7","P02498","0M"
"F-00223","479","23*37*8.5","P12871","7V1"
"F-00360XX","116","23*36.5*8.5","P08785","7V1"
"F-00226XX","27","23*36.5*8.5","P08785","7V2"
"F-00226XM","87","23*36.5*8.5","P08785","7V1"
"F-00916","218","23*35*6.5","P03568","0M"
"F-00194","353","23*35*6.5","P01741","1РМ"
"F-01179M","84","23*34.5*8","P07238","7V1"
"F-00396M","65","23*34.5*8","P07238","7V1"
"F-00024M","67","23*34.5*8","P07238","7V1"
"F-00012M","49","23*34.5*8","P07238","7V1"
"F-01179","200","23*34.5*6.5","P05707","7V2"
"F-00396","200","23*34.5*6.5","P05707","7V2"
"F-00024","191","23*34.5*6.5","P05707","7V2"
"F-00012","194","23*34.5*6.5","P05707","7V2"
"F-00034","200","23*34.3/40.2*3.2/7.5","P02992","6V2"
"F-00016","164","23*34.3/40.2*3.2/7.5","P02992","6V2"
"F-00642","292","23*34.3/38*3.2/7.4","P01827","6V2"
"F-00441","290","23*34.3/38*3.2/7.4","P01827","6V2"
"F-00035","265","23*34.3/38*3.2/7.4","P01827","6V2"
"F-00018","222","23*34.3/38*3.2/7.4","P01827","6V2"
"F-00097","418","23*34*6.5","P01987","0M"
"F-00028XX","149","23*33*8","P07237","7V1"
"F-00089X","134","23*33*5/5.5","P05547","1РМ"
"F-00739","208","23*32.5*6/8","P06524","4V2"
"F-00440","51","23*32.5*6/8","P06524","4V2"
"F-00865","385","23*29.8*4.5","P01831","0M"
"F-00019","382","23*29.8*4.5","P01831","0M"
"F-00901","62","22.8*33.5*6","N55558","7V2"
"F-00926X","80","22.5*41*8.5","P08784","7V1"
"F-00292X","67","22.5*41*8.5","P08784","7V1"
"F-00225X","72","22.5*41*8","P08784","7V1"
"F-00499X","130","22.5*38*9","P08783","7V1"
"F-00402X","135","22.5*38*9","P08783","7V1"
"F-01179X","150","22.5*34.5*6.5","P08782","7V1"
"F-00396X","129","22.5*34.5*6.5","P08782","7V1"
"F-00024X","107","22.5*34.5*6.5","P08782","7V1"
"F-00034X","168","22.5*34.3/40*3.2/7.5","P11776","6V2"
"F-00016X","189","22.5*34.3/40*3.2/7.5","P11776","6V2"
"F-00642X","48","22.5*34.3/38*4.3/8","P08372","6V1"
"F-00441X","44","22.5*34.3/38*4.3/8","P08372","6V1"
"F-00035X","21","22.5*34.3/38*4.3/8","P08372","6V1"
"F-00018X","28","22.5*34.3/38*4.3/8","P08372","6V1"
"F-00739X","110","22.5*32.5*6/8","P08374","4V2"
"F-00440X","52","22.5*32.5*6/8","P08374","4V2"
"F-0000B","451","22.5*25.5*3","P55549","L-RING"
"F-00938","145","22.3*32.2*5/5.7 ","P03567","1РМ"
"F-00526","196","22.3*32.2*5/5.7 ","P03567","1РМ"
"F-00748","293","22.2*31.75*6/7.5","P01995","1РМ"
"F-00123","439","22*39.4*10/12.5","P08375","7V3"
"F-00513","267","22*38.5*8","P03619","7V1"
"F-00797","51","22*38.2*8","P00023","7V1"
"F-00672","48","22*38.2*8","P00023","7V1"
"F-00512","46","22*38.2*8","P00023","7V1"
"F-00222","52","22*38.2*8","P00023","7V1"
"F-00221","79","22*38.2*8","P00023","7V1"
"F-00949","127","22*38.2*13/14 ","P08379","7V1PM"
"F-00807","121","22*38.2*13/14 ","P08379","7V1PM"
"F-00223XX","214","22*37*8.5","P05557","7V2"
"F-00220","322","22*36.6*8","P03625","7V2"
"F-00670A","86","22*36*8","P06927","7V1"
"F-00494","1264","22*35.4*8","P05719","7V2"
"F-00948","16","22*35*9/10","P55509","7V1PM"
"F-00806","21","22*35*9/10","P55509","7V1PM"
"F-00670","94","22*35*8.5","P07234","7V1"
"F-00219","101","22*35*8.5","P07234","7V1"
"F-00889","49","22*35*7","P02160","0M"
"F-00381","266","22*35*7","P05556","7V2"
"F-00333","68","22*35*7","P02160","0M"
"F-00304","75","22*35*7","P02160","0M"
"F-01010","74","22*35*6/7","P07607","1PM"
"F-00283","244","22*35*10/15.4","P01400","7V3"
"F-00396XX","38","22*34.5*6.5","P05200","7V1"
"F-00024XX","49","22*34.5*6.5","P05200","7V1"
"F-00642XX","35","22*34.3/38*4.3/8","P55508","6V2"
"F-00441XX","40","22*34.3/38*4.3/8","P55508","6V2"
"F-00035XX","32","22*34.3/38*4.3/8","P55508","6V2"
"F-00018XX","10","22*34.3/38*4.3/8","P55508","6V2"
"F-00497","838","22*34.3*7/12","P05718","4V2"
"F-00796","88","22*34*8","P09851","7V1"
"F-00280","80","22*34*8","P09851","7V1"
"F-00098","370","22*32*7","P05936","7V1"
"F-00890","83","22*32*5/5.5","P02128","1РМ"
"F-00759","82","22*32*5/5.5","P02128","1РМ"
"F-00680","91","22*32*5/5.5","P02128","1РМ"
"F-00193","65","22*32*5/5.5","P02128","1РМ"
"F-00069","79","22*32*5/5.5","P02128","1РМ"
"F-00425","353","22*32*5","P07963","0M"
"F-00284","288","22*32*4/6.5","P01399","4V2"
"F-00027","351","22*31*6.5","P08371","0M"
"F-00123X","92","21.5*39.4*10/12.5","P55507","7V3"
"F-00797X","54","21.5*38.2*9","P04915","7V1"
"F-00672X","50","21.5*38.2*9","P04915","7V1"
"F-00512X","56","21.5*38.2*9","P04915","7V1"
"F-00222X","38","21.5*38.2*9","P04915","7V1"
"F-00221X","40","21.5*38.2*9","P04915","7V1"
"F-00949X","162","21.5*38.2*13/14","P08378","7V1PM"
"F-00807X","159","21.5*38.2*13/14","P08378","7V1PM"
"F-00220X","27","21.5*36.5*8.5 ","P09174","7V1"
"F-00670AX","111","21.5*36*8","P05862","7V1"
"F-00494X","250","21.5*35.4*8.2","P08369","7V2"
"F-00948X","161","21.5*35*9/10","P08377","7V1PM"
"F-00806X","158","21.5*35*9/10","P08377","7V1PM"
"F-00670X","79","21.5*35*8.5","P08781","7V1"
"F-00381X","74","21.5*35*8.5","P08781","7V1"
"F-00219X","58","21.5*35*8.5","P08781","7V1"
"F-00283X","639","21.5*35*10/15.4 ","P08949","7V3"
"F-00497X","317","21.5*34.3*7/12 ","P08384","4V2"
"F-00796X","139","21.5*34*8 ","P09172","7V1"
"F-00284X","312","21.5*32*4/6","P08373","4V2"
"F-00027X","305","21.5*31*6.5","P08370","7V1"
"F-00576","280","21*35.5*6.2/7","P10525","1РМ"
"F-00494XX","278","21*35.4*8.2","P08368","7V2"
"F-00497XX","281","21*34.3*7/12","P08383","4V2"
"F-00547","249","21*34*9","P08780","7V1"
"F-00605","184","21*33*8/5.5","P10645","1РМ"
"F-00442","142","21*33*8/5.5","P10645","1РМ"
"F-00493","517","20.6*41.3*6.5/8","P09840","1РМ"
"F-00531","493","20.6*41.3*6.5/8","P09840","1РМ"
"F-00720","807","20.6*41.2*6.3","P09476","0M"
"F-00667","824","20.6*41.2*6.3","P09476","0M"
"F-00168","760","20.6*41.2*6.3","P09476","0M"
"F-01148","275","20.6*41*6.3","P03874","0M"
"F-00547X","314","20.5*34*9","P08779","7V1"
"F-00191","411","20*44*4.5","P08675","3A"
"F-00104","392","20*44*4.5","P08675","3A"
"F-00109","1590","20*42.5*7/7.8","P07151","1РМ"
"F-00420","128","20*42.5*3.8/5","P09839","1РМ"
"F-00108","164","20*42.5*3.8/5","P09839","1РМ"
"F-00667X","222","20*41.3*6.5/9","P01990","1РМ"
"F-00659","201","20*41.3*6.5/9","P01990","1РМ"
"F-00531X","215","20*41.3*6.5/9","P01990","1РМ"
"F-00186","607","20*40*6","P09841","1РМ"
"F-00100","582","20*40*6","P09841","1РМ"
"F-00100A","203","20*39.67*6.5","P03876","1РМ"
"F-00186A","268","20*39.62*6.35/7","P06942","1РМ"
"F-01167","70","20*36*7","P07468","1РМ"
"F-01153","55","20*36*7","P07468","1РМ"
"F-00216","309","20*36*7","P05555","7V2"
"F-00166","0","20*36*7","P07468","1РМ"
"F-00562","251","20*35.6*6/7.7","P10525","1РМ"
"F-00640","205","20*35*7","P03646","1РМ"
"F-00609","202","20*35*7","P03646","1РМ"
"F-00502","121","20*35*7","P06099","0M2"
"F-00153","128","20*35*7","P06099","0M2"
"F-00217","247","20*32*7 ","P05554","7V2"
"F-00058","587","20*32*5/5.5","P05771","1РМ"
"F-00884","380","20*30*7","P05553","7V2"
"F-00666","201","20*30*7","P08388","1РМ"
"F-00054","182","20*30*7","P08388","1РМ"
"F-01159","1563","20*30*5/6","P02121","1РМ"
"F-00978","1565","20*30*5/6","P02121","1РМ"
"F-00887","1528","20*30*5/6","P02121","1РМ"
"F-00681","1550","20*30*5/6","P02121","1РМ"
"F-00663","1425","20*30*5/6","P02121","1РМ"
"F-00558","1489","20*30*5/6","P02121","1РМ"
"F-00297","1434","20*30*5/6","P02121","1РМ"
"F-00063","1339","20*30*5/6","P02121","1РМ"
"F-00138","616","19.9*39.9*6.5","P09841","1РМ"
"F-01159X","85","19.5*30*5/6","P10624","1РМ"
"F-00978X","114","19.5*30*5/6","P10624","1РМ"
"F-00887X","115","19.5*30*5/6","P10624","1РМ"
"F-00681X","115","19.5*30*5/6","P10624","1РМ"
"F-00663X","112","19.5*30*5/6","P10624","1РМ"
"F-00558X","115","19.5*30*5/6","P10624","1РМ"
"F-00297X","112","19.5*30*5/6","P10624","1РМ"
"F-00063X","83","19.5*30*5/6","P10624","1РМ"
"F-00915","297","19.05*37*6.5/8","P03566","1РМ"
"F-00436","300","19.05*37*6.5/8","P03566","1РМ"
"F-00641","65","19.05*36*6.5","P03632","1РМA"
"F-00163","70","19.05*36*6.7","P07063","0MA"
"F-00158","94","19.05*36*6.7","P07063","0MA"
"F-00146","40","19.05*36*6.5","P03632","1РМA"
"F-00561","410","19.05*34.6*6.3/7.3","P03971","1РМ"
"F-00368","377","19.05*34.6*6.3/7.3","P03971","1РМ"
"F-00868","1100","19.05*34.6*6.2/9.2","P05710","1РМ"
"F-00895","450","19.05*34.6*4.4/5.9","P05389","1РМ"
"F-00688","448","19.05*34.6*4.4/5.9","P05389","1РМ"
"F-00677","450","19.05*34.6*4.4/5.9","P05389","1РМ"
"F-00087","417","19.05*34.6*4.4/5.9","P05389","1РМ"
"F-00529","198","19.05*33.3*8/9","P02989","1РМA"
"F-01071","87","19.05*33.3*8","P01589","1РМA"
"F-00421","49","19.05*33.3*8","P01589","1РМA"
"F-00145","43","19.05*33.3*8","P01589","1РМA"
"F-00143","60","19.05*33.3*8","P01589","1РМA"
"F-00144","27","19.05*33.3*7.9/9.4","P55555","1РМ"
"F-00533","393","19*30*7/8","P11004","1РМ"
"F-00607","577","19.05*30*5/5.7 ","P05444","1РМ"
"F-00308","128","19*42*6.5/7.6","P10411","1РМ"
"F-00184","523","19*38*7/7.8","P02289","1РМ"
"F-00886","297","19*37*6.5/8","P03566","1РМ"
"F-00140","250","19*37*6.5/8","P03566","1РМ"
"F-01105","253","19*35*5/5.5","P02994","1РМ"
"F-01100","155","19*35*5/5.5","P02994","1РМ"
"F-00849","317","19*34.6*6.3/7.3","P03971","1РМ"
"F-00037","1003","19*34.6*6.2/9.2","P05710","1РМ"
"F-00011","1047","19*34.6*6.2/9.2","P05710","1РМ"
"F-00040","435","19*34.6*4.4/5.9","P05389","1РМ"
"F-00039","389","19*34.6*4.4/5.9","P05389","1РМ"
"F-00030A","341","19*34.6*3.8/6.1","P01754","1РМ"
"F-01052","440","19*32*7/7.8","P02288","1PM"
"F-01051","380","19*32*7/7.8","P02288","1PM"
"F-00418","438","19*32*7/7.8","P02288","1РМ"
"F-00187","290","19*32*7/7.8","P02288","1РМ"
"F-00366","225","19*32*7","P00708","1РМ"
"F-01072","1316","19*32*6/7","P05604","1PM"
"F-00779","1383","19*32*6/7","P05604","1РМ"
"F-00600","1380","19*32*6/7","P05604","1РМ"
"F-00403","1373","19*32*6/7","P05604","1РМ"
"F-00114","1156","19*32*6/7","P05604","1РМ"
"F-00619","382","19*30*7/8","P11004","1РМ"
"F-00769","337","19*30*7","P03065","1РМ"
"F-00315","328","19*30*7","P03065","1РМ"
"F-00111","300","19*30*6/6.5","P03954","1РМ"
"F-00740","2030","19*30*5/6.5 ","P02120","1РМ"
"F-00110","1899","19*30*5/6.5 ","P02120","1РМ"
"F-00993","314","19*30*5/5.7","P05444","1РМ"
"F-00459","327","19*29*7/7.8","P02466","1PM"
"F-00484","5527","19*29*4.5/5","P08962","1РМ"
"F-00313","322","19*28*5/6","P11012","1РМ"
"F-00307","261","19*26.5*3.8/5.8","P07286","3A"
"F-00163X","205","18.9*36*6.5","P55506","1РМ"
"F-00993X","354","18.9*30*5","P00014","1РМ"
"F-00313X","92","18.9*28*5","P05421","1РМ"
"F-01140","1685","18.75*30.2*5/7","P11214","1РМ"
"F-00395","1647","18.75*30*5/5.5","P11214","1РМ"
"F-00189","90","18.75*30*5/5.5","P04197","1РМ"
"F-00657","215","18.7*35*7/7.8","P05443","1РМ"
"F-00136","215","18.7*35*7/7.8","P05443","1РМ"
"F-01072X","42","18.5*32*6/7","P10623","1РМ"
"F-00779X","54","18.5*32*6/7","P10623","1РМ"
"F-00600X","54","18.5*32*6/7","P10623","1РМ"
"F-00403X","61","18.5*32*6/7","P10623","1РМ"
"F-00366X","60","18.5*32*6/7","P10623","1РМ"
"F-00114X","56","18.5*32*6/7","P10623","1РМ"
"F-00484X","568","18.5*29*4.5/5","P12867","1РМ"
"F-00464","246","18*34*8","P02672","1РМA"
"F-00185","201","18*34*7","P07224","1РМ"
"F-00421X","44","18*33.3*8","P07358","1РМA"
"F-00741","189","18*32*8","P02671","1РМA"
"F-00164","181","18*32*8","P02671","1РМA"
"F-00959","146","18*32*7","P01737","1РМ"
"F-00117","150","18*32*7","P01737","1РМ"
"F-00648","110","18*30*7/8","P06162","1РМ"
"F-00517","110","18*30*7/8","P06162","1РМ"
"F-00183","89","18*30*7/8","P06162","1РМ"
"F-00051","105","18*30*7/8","P06162","1РМ"
"F-01091","64","18*30*7","P03524","1РМ"
"F-00855","68","18*30*7","P03524","1РМ"
"F-00771","66","18*30*7","P03524","1РМ"
"F-00152","27","18*30*7","P03524","1РМ"
"F-00782","141","18*30*6","P03640","1РМ"
"F-00632","143","18*30*6","P03640","1РМ"
"F-00080","100","18*30*6","P03640","1РМ"
"F-00182","150","18*28*5/6","P02668","1РМ"
"F-00982","135","18*25.5*4/6.5","P02664","4РМ"
"F-00519","140","18*25.5*4/6.5","P02664","4РМ"
"F-00781X","274","17.5*30*5/5.7 ","P07851","1РМ"
"F-00687","184","17*36*6.6","P02000","0MA"
"F-00122","159","17*36*6.6","P02000","0MA"
"F-00165","173","17*34*8","P06079","1РМA"
"F-00465","232","17*32*8.5","P05349","0AM2"
"F-00154","192","17*32*7","P00706","1РМ"
"F-00473","193","17*30*7","P01735","1РМ"
"F-00414","183","17*30*7","P01735","1РМ"
"F-00356","350","17*30*7","P04026","0M2"
"F-00556","235","17*29.9*7","P10622","1РМ"
"F-00586","120","17*29*8","P11036","1РМA"
"F-00506","52","17*28*8","P02277","0M2"
"F-00148","51","17*28*8","P02277","0M2"
"F-00976","288","16.9*27*5/6 ","P01992","1РМ"
"F-01106","63","16*30*6.3","P05954","1РМA"
"F-00894","39","16*30*6.3","P05954","1РМA"
"F-00689","38","16*30*6.3","P05954","1РМA"
"F-00555","90","16*30*6.3","P05954","1РМA"
"F-00149","81","16*30*6.3","P05954","1РМA"
"F-00052","78","16*28*7","P05498","1РМ"
"F-00365","379","16*26*5/6 ","P09101","1РМ"
"F-00744","20","15*28*6.3","P01997","1РМA"
"F-00597","19","15*28*6.3","P01997","1РМA"
"F-00432","20","15*28*6.3","P01997","1РМA"
"F-00523","604","14*30.5/38.4*5/11","P08352","6V3"
"F-00372","31","14*27*9/10","P08351","7V1PM"
"F-00726","551","12*38*10","P08349","7V2"
"F-00178","220","12*27*9/10","P08350","7V1PM"
"F-00102","159","12*27*9/10","P08350","7V1PM"
"F-00608","437","11.7*22*6/8.5","P55503","1РМ2"
"F-00355","198","10*20*7.5","P11616","0M"
"F-00074","154","10*20*7.5","P11616","0M"
"F-0000A","91","09.7*13.2*3","P55501","L-RING"
